"SOURCE","CID","LAC","MCC","MNC","Operator","CGI","Technology","Lon","Lat","SessionId","TestId","NetworkId","SystemName","ADevice","Time","PosId","FileId","BTSLon","BTSLat","BTSLonDiff","BTSLatDiff","BTSDist","BTS2LonDiff","BTS2LatDiff","BTS2Dist","BTS3LonDiff","BTS3LatDiff","BTS3Dist","BTSTech","FloorPlanName","FloorPlanLevel","SessionIdLP","TestIdLP","PosIdLP","NetworkIdLP","RSRP","NumMeasuredCells","ChPSC"
"ZONA07_KOTA DUMAI_DT",,"35011","510","1","Indosat Ooredoo",,"LTE E-UTRA 3","101.405779","1.681359","1275605286913","0","1275605286913","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 22:11:55.842","1275605286913","297",,,"101.405779","1.681359",,"101.405779","1.681359",,"101.405779","1.681359",,,,,,,,,"    -101.0","0","1625 386"
"ZONA07_KOTA DUMAI_DT","74304260","23007","510","11","XL","74304260-11-510","LTE E-UTRA 3","101.463735","1.681396","1430224109569","0","1430224109569","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 21:53:03.925","1430224109569","333",,,"101.463735","1.681396",,"101.463735","1.681396",,"101.463735","1.681396",,,,,,,,,"     -81.2","1","1325 444"
"ZONA07_KOTA DUMAI_DT","11829515","5710","510","10","Telkomsel","11829515-10-510","LTE E-UTRA 3","101.46379","1.682557","1649267441665","0","1649267441665","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 21:32:38.911","1649267441665","384",,,"101.46379","1.682557",,"101.46379","1.682557",,"101.46379","1.682557",,,,,,,,,"     -76.0","0","1850 363"
"ZONA07_KOTA DUMAI_DT","59088644","23007","510","11","XL","59088644-11-510","LTE E-UTRA 3","101.403768","1.678626","1705102016513","0","1705102016513","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 21:03:43.992","1705102016513","397",,,"101.403768","1.678626",,"101.403768","1.678626",,"101.403768","1.678626",,,,,,,,,"     -84.5","1","1325 48"
"ZONA07_KOTA DUMAI_DT","52511263","2001","510","9","Smartfren","52511263-9-510","LTE E-UTRA 5","101.401322","1.632269","2353642078209","0","2353642078209","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 23:07:07.197","2353642078209","548",,,"101.401322","1.632269",,"101.401322","1.632269",,"101.401322","1.632269",,,,,,,,,"     -80.0","1","2450 21"
"ZONA07_KOTA DUMAI_DT","52525855","2001","510","9","Smartfren","52525855-9-510","LTE E-UTRA 5","101.38491","1.562078","322122547201","0","322122547201","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 04:10:46.502","322122547201","75",,,"101.38491","1.562078",,"101.38491","1.562078",,"101.38491","1.562078",,,,,,,,,"    -101.0","0","2450 399"
"ZONA07_KOTA DUMAI_DT",,,"510","1","Indosat Ooredoo",,"LTE E-UTRA 8","101.434422","1.616355","536870912001","0","536870912001","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 03:52:48.843","536870912001","125",,,"101.434422","1.616355",,"101.434422","1.616355",,"101.434422","1.616355",,,,,,,,,"     -98.0","1","3652 65"
"ZONA07_KOTA DUMAI_DT",,"35011","510","1","Indosat Ooredoo",,"LTE E-UTRA 3","101.428627","1.669701","811748818945","0","811748818945","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 23:45:25.645","811748818945","189",,,"101.428627","1.669701",,"101.428627","1.669701",,"101.428627","1.669701",,,,,,,,,"     -89.0","0","1625 364"
"ZONA07_KOTA DUMAI_DT","59161861","23007","510","11","XL","59161861-11-510","LTE E-UTRA 3","101.448993","1.67805","1395864371201","0","1395864371201","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 21:59:59.973","1395864371201","325",,,"101.448993","1.67805",,"101.448993","1.67805",,"101.448993","1.67805",,,,,,,,,"     -80.0","0","1325 217"
"ZONA07_KOTA DUMAI_DT","121882125","5710","510","10","Telkomsel","121882125-10-510","LTE E-UTRA 1","101.392095","1.665119","2254857830401","0","2254857830401","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 23:35:00.05","2254857830401","525",,,"101.392095","1.665119",,"101.392095","1.665119",,"101.392095","1.665119",,,,,,,,,"    -109.5","6","250 201"
"ZONA07_KOTA DUMAI_DT","11872789","5710","510","10","Telkomsel","11872789-10-510","LTE E-UTRA 3","101.405218","1.648621","2314987372545","0","2314987372545","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 23:15:00.899","2314987372545","539",,,"101.405218","1.648621",,"101.405218","1.648621",,"101.405218","1.648621",,,,,,,,,"     -94.0","4","1850 67"
"ZONA07_KOTA DUMAI_DT","13600257","35011","510","1","Indosat Ooredoo","13600257-1-510","LTE E-UTRA 3","101.462471","1.677995","2469606195201","0","2469606195201","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 21:56:59.858","2469606195201","575",,,"101.462471","1.677995",,"101.462471","1.677995",,"101.462471","1.677995",,,,,,,,,"    -105.0","6","1625 196"
"ZONA07_KOTA DUMAI_DT","13600003","35011","510","1","Indosat Ooredoo","13600003-1-510","LTE E-UTRA 3","101.434327","1.669751","2534030704641","0","2534030704641","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 21:18:53.331","2534030704641","590",,,"101.434327","1.669751",,"101.434327","1.669751",,"101.434327","1.669751",,,,,,,,,"     -94.2","0","1625 193"
"ZONA07_KOTA DUMAI_DT","11567647","5710","510","10","Telkomsel","11567647-10-510","LTE E-UTRA 3","101.349568","1.50098","2684354560001","0","2684354560001","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 19:59:44.076","2684354560001","625",,,"101.349568","1.50098",,"101.349568","1.50098",,"101.349568","1.50098",,,,,,,,,"     -84.0","0","1850 428"
"ZONA07_KOTA DUMAI_DT","52484640","2001","510","9","Smartfren","52484640-9-510","LTE E-UTRA 5","101.382571","1.641234","1129576398849","0","1129576398849","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 22:24:01.568","1129576398849","263",,,"101.382571","1.641234",,"101.382571","1.641234",,"101.382571","1.641234",,,,,,,,,"    -108.9","10","2450 16"
"ZONA07_KOTA DUMAI_DT","52592928","2001","510","9","Smartfren","52592928-9-510","LTE E-UTRA 5","101.448992","1.678051","1404454305793","0","1404454305793","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 21:59:58.605","1404454305793","327",,,"101.448992","1.678051",,"101.448992","1.678051",,"101.448992","1.678051",,,,,,,,,"     -78.0","1","2450 163"
"ZONA07_KOTA DUMAI_DT",,,"510","1","Indosat Ooredoo",,"LTE E-UTRA 3","0","0","1881195675649","0","1881195675649","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 20:36:08.417","1881195675649","438",,,"0","0",,"0","0",,"0","0",,,,,,,,,"    -104.0","3","1625 114"
"ZONA07_KOTA DUMAI_DT","59024390","23007","510","11","XL","59024390-11-510","LTE E-UTRA 3","101.369577","1.530689","2048699400193","0","2048699400193","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 20:07:31.421","2048699400193","477",,,"101.369577","1.530689",,"101.369577","1.530689",,"101.369577","1.530689",,,,,,,,,"     -81.0","0","1325 65"
"ZONA07_KOTA DUMAI_DT","121915405","5710","510","10","Telkomsel","121915405-10-510","LTE E-UTRA 1","0","0","2156073582593","0","2156073582593","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 03:17:42.9","2156073582593","502",,,"0","0",,"0","0",,"0","0",,,,,,,,,"     -90.0","0","250 81"
"ZONA07_KOTA DUMAI_DT","59088646","23007","510","11","XL","59088646-11-510","LTE E-UTRA 3","101.403495","1.676748","2233382993921","0","2233382993921","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 23:39:29.364","2233382993921","520",,,"101.403495","1.676748",,"101.403495","1.676748",,"101.403495","1.676748",,,,,,,,,"     -61.9","0","1325 50"
"ZONA07_KOTA DUMAI_DT","52522272","2001","510","9","Smartfren","52522272-9-510","LTE E-UTRA 5","101.434309","1.669693","2555505541121","0","2555505541121","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 21:18:52.859","2555505541121","595",,,"101.434309","1.669693",,"101.434309","1.669693",,"101.434309","1.669693",,,,,,,,,"     -69.0","4","2450 173"
"ZONA07_KOTA DUMAI_DT","51208215","2001","510","9","Smartfren","51208215-9-510","LTE E-UTRA 40","101.341665","1.468036","12884901889","0","12884901889","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 04:37:46.162","12884901889","3",,,"101.341665","1.468036",,"101.341665","1.468036",,"101.341665","1.468036",,,,,,,,,"    -105.9","1","39194 275"
"ZONA07_KOTA DUMAI_DT","51208203","2001","510","9","Smartfren","51208203-9-510","LTE E-UTRA 40","101.34834","1.479173","51539607553","0","51539607553","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 04:34:45.641","51539607553","12",,,"101.34834","1.479173",,"101.34834","1.479173",,"101.34834","1.479173",,,,,,,,,"     -88.0","0","39050 273"
"ZONA07_KOTA DUMAI_DT",,,"510","9","Smartfren",,"LTE E-UTRA 5","101.379979","1.555373","287762808833","0","287762808833","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 04:13:45.704","287762808833","67",,,"101.379979","1.555373",,"101.379979","1.555373",,"101.379979","1.555373",,,,,,,,,"     -82.0","0","2450 399"
"ZONA07_KOTA DUMAI_DT","52511265","2001","510","9","Smartfren","52511265-9-510","LTE E-UTRA 5","101.385674","1.632645","871878361089","0","871878361089","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 23:24:00.147","871878361089","203",,,"101.385674","1.632645",,"101.385674","1.632645",,"101.385674","1.632645",,,,,,,,,"     -98.5","0","2450 23"
"ZONA07_KOTA DUMAI_DT","59139334","23007","510","11","XL","59139334-11-510","LTE E-UTRA 3","0","0","2190433320961","0","2190433320961","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 03:09:29.539","2190433320961","510",,,"0","0",,"0","0",,"0","0",,,,,,,,,"     -88.0","0","1325 236"
"ZONA07_KOTA DUMAI_DT","52502304","2001","510","9","Smartfren","52502304-9-510","LTE E-UTRA 5","0","0","2199023255553","0","2199023255553","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 03:09:26.566","2199023255553","512",,,"0","0",,"0","0",,"0","0",,,,,,,,,"     -76.0","0","2450 53"
"ZONA07_KOTA DUMAI_DT","11863819","5710","510","10","Telkomsel","11863819-10-510","LTE E-UTRA 3","101.4277","1.669744","2598455214081","0","2598455214081","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 21:14:26.149","2598455214081","605",,,"101.4277","1.669744",,"101.4277","1.669744",,"101.4277","1.669744",,,,,,,,,"     -78.0","1","1850 147"
"ZONA07_KOTA DUMAI_DT","59024390","23007","510","11","XL","59024390-11-510","LTE E-UTRA 3","101.373498","1.533444","210453397505","0","210453397505","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 04:19:47.108","210453397505","49",,,"101.373498","1.533444",,"101.373498","1.533444",,"101.373498","1.533444",,,,,,,,,"     -87.0","0","1325 65"
"ZONA07_KOTA DUMAI_DT","52488479","2001","510","9","Smartfren","52488479-9-510","LTE E-UTRA 5","101.399651","1.589173","429496729601","0","429496729601","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 04:01:45.564","429496729601","100",,,"101.399651","1.589173",,"101.399651","1.589173",,"101.399651","1.589173",,,,,,,,,"     -77.0","0","2450 94"
"ZONA07_KOTA DUMAI_DT","11872799","5710","510","10","Telkomsel","11872799-10-510","LTE E-UTRA 3","101.390512","1.663366","1215475744769","0","1215475744769","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 22:17:58.602","1215475744769","283",,,"101.390512","1.663366",,"101.390512","1.663366",,"101.390512","1.663366",,,,,,,,,"    -108.0","8","1850 68"
"ZONA07_KOTA DUMAI_DT","74304260","23007","510","11","XL","74304260-11-510","LTE E-UTRA 3","101.46379","1.682557","1636382539777","0","1636382539777","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 21:32:40.581","1636382539777","381",,,"101.46379","1.682557",,"101.46379","1.682557",,"101.46379","1.682557",,,,,,,,,"     -83.3","0","1325 444"
"ZONA07_KOTA DUMAI_DT","11804959","5710","510","10","Telkomsel","11804959-10-510","LTE E-UTRA 3","0","0","1855425871873","0","1855425871873","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 20:39:29.11","1855425871873","432",,,"0","0",,"0","0",,"0","0",,,,,,,,,"     -83.0","0","1850 5"
"ZONA07_KOTA DUMAI_DT","13601539","35011","510","1","Indosat Ooredoo","13601539-1-510","LTE E-UTRA 3","101.403495","1.676748","2220498092033","0","2220498092033","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 23:39:28.802","2220498092033","517",,,"101.403495","1.676748",,"101.403495","1.676748",,"101.403495","1.676748",,,,,,,,,"    -107.0","5","1625 62"
"ZONA07_KOTA DUMAI_DT",,,"510","1","Indosat Ooredoo",,"LTE E-UTRA 8","101.348593","1.512004","2641404887041","0","2641404887041","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 20:02:03.401","2641404887041","615",,,"101.348593","1.512004",,"101.348593","1.512004",,"101.348593","1.512004",,,,,,,,,"    -112.0","4","3652 143"
"ZONA07_KOTA DUMAI_DT","121918221","5710","510","10","Telkomsel","121918221-10-510","LTE E-UTRA 1","101.409369","1.599838","476741369857","0","476741369857","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 03:58:49.489","476741369857","111",,,"101.409369","1.599838",,"101.409369","1.599838",,"101.409369","1.599838",,,,,,,,,"     -77.0","0","250 369"
"ZONA07_KOTA DUMAI_DT","52510241","2001","510","9","Smartfren","52510241-9-510","LTE E-UTRA 5","101.426738","1.679992","1335734829057","0","1335734829057","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 22:05:58.751","1335734829057","311",,,"101.426738","1.679992",,"101.426738","1.679992",,"101.426738","1.679992",,,,,,,,,"     -80.0","0","2450 138"
"ZONA07_KOTA DUMAI_DT","52510496","2001","510","9","Smartfren","52510496-9-510","LTE E-UTRA 5","101.441538","1.678051","1765231558657","0","1765231558657","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 20:52:08.368","1765231558657","411",,,"101.441538","1.678051",,"101.441538","1.678051",,"101.441538","1.678051",,,,,,,,,"     -75.6","0","2450 36"
"ZONA07_KOTA DUMAI_DT","52488479","2001","510","9","Smartfren","52488479-9-510","LTE E-UTRA 5","101.401795","1.593666","1949915152385","0","1949915152385","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 20:23:27.969","1949915152385","454",,,"101.401795","1.593666",,"101.401795","1.593666",,"101.401795","1.593666",,,,,,,,,"     -86.0","0","2450 94"
"ZONA07_KOTA DUMAI_DT","11945247","5710","510","10","Telkomsel","11945247-10-510","LTE E-UTRA 3","101.384494","1.575349","2010044694529","0","2010044694529","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 20:18:02.884","2010044694529","468",,,"101.384494","1.575349",,"101.384494","1.575349",,"101.384494","1.575349",,,,,,,,,"     -98.0","1","1850 317"
"ZONA07_KOTA DUMAI_DT",,,"510","1","Indosat Ooredoo",,"LTE E-UTRA 3","101.401322","1.632269","2349347110913","0","2349347110913","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 23:07:07.593","2349347110913","547",,,"101.401322","1.632269",,"101.401322","1.632269",,"101.401322","1.632269",,,,,,,,,"    -100.0","0","1625 311"
"ZONA07_KOTA DUMAI_DT","121907725","5710","510","10","Telkomsel","121907725-10-510","LTE E-UTRA 1","101.38304","1.631406","2379411881985","0","2379411881985","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 22:56:52.474","2379411881985","554",,,"101.38304","1.631406",,"101.38304","1.631406",,"101.38304","1.631406",,,,,,,,,"     -93.0","10","250 285"
"ZONA07_KOTA DUMAI_DT","52502560","2001","510","9","Smartfren","52502560-9-510","LTE E-UTRA 5","101.403036","1.677181","2624225017857","0","2624225017857","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 21:06:14.171","2624225017857","611",,,"101.403036","1.677181",,"101.403036","1.677181",,"101.403036","1.677181",,,,,,,,,"     -92.0","1","2450 7"
"ZONA07_KOTA DUMAI_DT","51208460","2001","510","9","Smartfren","51208460-9-510","LTE E-UTRA 40","101.397782","1.587595","390842023937","0","390842023937","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 04:04:47.049","390842023937","91",,,"101.397782","1.587595",,"101.397782","1.587595",,"101.397782","1.587595",,,,,,,,,"     -99.0","0","39050 121"
"ZONA07_KOTA DUMAI_DT","11831819","5710","510","10","Telkomsel","11831819-10-510","LTE E-UTRA 3","101.401265","1.641611","957777707009","0","957777707009","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 23:17:59.893","957777707009","223",,,"101.401265","1.641611",,"101.401265","1.641611",,"101.401265","1.641611",,,,,,,,,"     -90.9","4","1850 303"
"ZONA07_KOTA DUMAI_DT","59076869","23007","510","11","XL","59076869-11-510","LTE E-UTRA 3","101.426738","1.679992","1327144894465","0","1327144894465","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 22:06:00.292","1327144894465","309",,,"101.426738","1.679992",,"101.426738","1.679992",,"101.426738","1.679992",,,,,,,,,"    -100.0","6","1325 82"
"ZONA07_KOTA DUMAI_DT","52602911","2001","510","9","Smartfren","52602911-9-510","LTE E-UTRA 5","101.433351","1.677155","1743756722177","0","1743756722177","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 20:55:26.106","1743756722177","406",,,"101.433351","1.677155",,"101.433351","1.677155",,"101.433351","1.677155",,,,,,,,,"     -72.9","0","2450 320"
"ZONA07_KOTA DUMAI_DT","51232534","2004","510","9","Smartfren","51232534-9-510","LTE E-UTRA 40","101.45007","1.678059","1816771166209","0","1816771166209","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 20:47:42.841","1816771166209","423",,,"101.45007","1.678059",,"101.45007","1.678059",,"101.45007","1.678059",,,,,,,,,"     -94.0","0","39194 221"
"ZONA07_KOTA DUMAI_DT","13584901","35011","510","1","Indosat Ooredoo","13584901-1-510","LTE E-UTRA 8","101.384772","1.563755","2035814498305","0","2035814498305","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 20:15:46.789","2035814498305","474",,,"101.384772","1.563755",,"101.384772","1.563755",,"101.384772","1.563755",,,,,,,,,"     -99.2","0","3652 64"
"ZONA07_KOTA DUMAI_DT","52490785","2001","510","9","Smartfren","52490785-9-510","LTE E-UTRA 5","101.38389","1.623697","2400886718465","0","2400886718465","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 22:54:36.996","2400886718465","559",,,"101.38389","1.623697",,"101.38389","1.623697",,"101.38389","1.623697",,,,,,,,,"    -104.0","5","2450 252"
"ZONA07_KOTA DUMAI_DT",,,"510","1","Indosat Ooredoo",,"LTE E-UTRA 8","101.341665","1.468036","21474836481","0","21474836481","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 04:37:49.294","21474836481","5",,,"101.341665","1.468036",,"101.341665","1.468036",,"101.341665","1.468036",,,,,,,,,"    -107.0","0","3652 142"
"ZONA07_KOTA DUMAI_DT","52488479","2001","510","9","Smartfren","52488479-9-510","LTE E-UTRA 5","101.434422","1.616355","528280977409","0","528280977409","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 03:52:45.802","528280977409","123",,,"101.434422","1.616355",,"101.434422","1.616355",,"101.434422","1.616355",,,,,,,,,"     -97.0","2","2450 94"
"ZONA07_KOTA DUMAI_DT",,,"510","1","Indosat Ooredoo",,"LTE E-UTRA 1","101.450087","1.64278","605590388737","0","605590388737","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","15/3/2022 03:46:49.215","605590388737","141",,,"101.450087","1.64278",,"101.450087","1.64278",,"101.450087","1.64278",,,,,,,,,"    -109.0","0","525 114"
"ZONA07_KOTA DUMAI_DT",,"35011","510","1","Indosat Ooredoo",,"LTE E-UTRA 3","101.383257","1.653498","1172526071809","0","1172526071809","NCM30100881","Samsung Galaxy S21+ 5G (SM-G996BDS)","14/3/2022 22:20:59.3","1172526071809","273",,,"101.383257","1.653498",,"101.383257","1.653498",,"101.383257","1.653498",,,,,,,,,"     -94.5","0","1625 426"
